Year,Title,Genre
1998,Pauli,family
1998,Pecker,comedy
1998,The Pentagon Wars,biography
1998,A Perfect Murder,thriller
1998,Permanent Midnight,biography
1998,Phantasm IV: Oblivion,horror
1998,Phantoms,horror
1998,Phoenix,crime
1998,Pi,sci-fi
1998,The Players Club,comedy
1998,Playing by Heart,comedy
1998,Pleasantville,fantasy
1998,Polish Wedding,comedy
1998,Poodle Springs,mystery
1998,Practical Magic,comedy
1998,A Price Above Rubies,drama
1998,Primary Colors,drama
1998,The Prince of Egypt,animated
1998,Psycho,thriller
1998,Quest for Camelot,animated
1998,The Rat Pack,biography
1998,Reach the Rock,drama
1998,Regret to Inform,documentary
1998,The Replacement Killers,action
1998,Restaurant,drama
1998,Return to Paradise,drama
1998,Riddler's Moon,drama
1998,Ride,comedy
1998,Ringmaster,comedy
1998,Ronin,action
1998,Rounders,drama
1998,Rudolph the Red-Nosed Reindeer: The Movie,animated
1998,The Rugrats Movie,animated
1998,Rush Hour,action
1998,Rushmore,comedy
1998,Safe Men,comedy
1998,Saving Private Ryan,"drama, war"
1998,Savior,drama
1998,The Second Arrival,sci-fi
1998,Senseless,comedy
1998,Shadrach,drama
1998,Shakespeare in Love,drama
1998,The Siege,drama
1998,Simon Birch,comedy
1998,A Simple Plan,drama
1998,Since You've Been Gone,romantic comedy
1998,Six Days Seven Nights,adventure
1998,Six-String Samurai,action
1998,Slam,drama
1998,Slappy and the Stinkers,comedy
1998,Slums of Beverly Hills,comedy
1998,Small Soldiers,"sci-fi, fantasy, action"
1998,Smoke Signals,comedy
1998,Snake Eyes,thriller
1998,Soldier,sci-fi
1998,Somewhere in the City,comedy drama
1998,Sour Grapes,comedy
1998,Species II,sci-fi
1998,Sphere,sci-fi
1998,Spice World,"musical, comedy"
1998,Star Trek: Insurrection,sci-fi
1998,Stepmom,drama
1998,Strangeland,horror
1998,Suicide Kings,crime
1998,Target Zero II,action
1998,Tarzan and the Lost City,adventure
1998,There's Something About Mary,comedy
1998,Thick as Thieves,crime drama
1998,The Thin Red Line,"drama, war"
1998,The Truman Show,fantasy
1998,Twilight,neo-noir
1998,U.S. Marshals,action
1998,Urban Legend,horror
1998,Vampires,horror
1998,Very Bad Things,comedy
1998,The Waterboy,comedy
1998,The Wedding Singer,comedy
1998,What Dreams May Come,drama
1998,Why Do Fools Fall in Love,romance
1998,Wide Awake,comedy drama
1998,Wild Things,thriller
1998,Without Limits,biography
1998,Woo,comedy
1998,Wrongfully Accused,comedy
1998,The X-Files,sci-fi
1998,Your Friends & Neighbors,drama
1998,You've Got Mail,romantic comedy
1998,Zero Effect,drama
1999,10 Things I Hate About You,romantic comedy
1999,The 13th Warrior,action
1999,200 Cigarettes,"comedy, drama"
1999,The 4th Floor,horror
1999,8mm,thriller
1999,The Adventures of Elmo in Grouchland,children's
1999,American Beauty,drama
1999,American Movie,documentary
1999,American Pie,comedy
1999,Analyze This,comedy
1999,Angel's Dance,action comedy
1999,Animal Farm,"family, animation"
1999,Anna and the King,drama
1999,Annie,musical
1999,Any Given Sunday,"drama, sports"
1999,Anywhere but Here,drama
1999,Arlington Road,thriller
1999,The Astronaut's Wife,sci-fi
1999,At First Sight,romance
1999,Atomic Train,action
1999,Austin Powers: The Spy Who Shagged Me,action comedy
1999,Baby Geniuses,family
1999,The Bachelor,romantic comedy
1999,Bats,horror
1999,Being John Malkovich,comedy
1999,Bellyfruit,drama
1999,Beowulf,fantasy
1999,Best Laid Plans,crime
1999,The Best Man,romantic comedy
1999,Beyond the Mat,documentary
1999,Bicentennial Man,sci-fi
1999,Big Daddy,comedy
1999,The Big Kahuna,drama
1999,Black and White,crime
1999,The Blair Witch Project,horror
1999,Blast from the Past,romantic comedy
1999,Blue Streak,"comedy, crime"
1999,The Bone Collector,crime
1999,The Boondock Saints,action
1999,Bowfinger,comedy
1999,Boys Don't Cry,drama
1999,Breakfast of Champions,comedy
1999,Bringing Out the Dead,thriller
1999,Brokedown Palace,drama
1999,But I'm a Cheerleader,comedy
1999,Chill Factor,"action, comedy"
1999,Chutney Popcorn,"comedy, drama"
1999,The Cider House Rules,drama
1999,Coming Soon,romantic comedy
1999,The Corruptor,action
1999,Cradle Will Rock,drama
1999,Crazy in Alabama,drama
1999,The Crimson Code,thriller
1999,Cruel Intentions,drama
1999,Deep Blue Sea,horror
1999,The Deep End of the Ocean,drama
1999,Deterrence,thriller
1999,Detroit Rock City,comedy
1999,Deuce Bigalow: Male Gigolo,comedy
1999,Dick,comedy
1999,Dill Scallion,mockumentary
1999,A Dog of Flanders,family
1999,Dogma,comedy
1999,Double Jeopardy,thriller
1999,Drop Dead Gorgeous,mockumentary
1999,Dudley Do-Right,comedy
1999,EDtv,comedy
1999,Election,comedy
1999,End of Days,horror
1999,Entrapment,crime drama
1999,Entropy,biopic
1999,eXistenZ,sci-fi thriller
1999,Eye of the Beholder,thriller
1999,Eyes Wide Shut,drama
1999,Fantasia 2000,"family, animated"
1999,Fight Club,thriller
1999,Flawless,drama
1999,The Florentine,drama
1999,For Love of the Game,drama
1999,Forces of Nature,comedy
1999,Friends & Lovers,romance
1999,Galaxy Quest,"sci-fi, comedy"
1999,The General's Daughter,crime drama
1999,Ghost Dog: The Way of the Samurai,action
1999,"Girl, Interrupted",drama
1999,Gloria,crime drama
1999,Go,comedy
1999,The Green Mile,drama
1999,Guinevere,drama
1999,"Happy, Texas",comedy
1999,The Haunting,horror
1999,Heaven or Vegas,drama
1999,Held Up,comedy
1999,The Hi-Line,drama
1999,House on Haunted Hill,horror
1999,The Hurricane,"drama, biopic"
1999,An Ideal Husband,comedy
1999,Idle Hands,horror comedy
1999,In Dreams,thriller
1999,In Too Deep,crime
1999,The Insider,"drama, biopic"
1999,Inspector Gadget,"action comedy, family"
1999,Instinct,drama
1999,The Iron Giant,"animation, sci-fi, drama, family"
1999,Jakob the Liar,"comedy, drama"
1999,Jawbreaker,"comedy,horror"
1999,Jesus' Son,drama
1999,Joe the King,drama
1999,Just a Little Harmless Sex,romantic comedy
1999,Just the Ticket,romantic comedy
1999,K-911,crime comedy
1999,The King and I,animated
1999,Kiss the Sky,drama
1999,Kiss Toledo Goodbye,comedy
1999,Lake Placid,horror comedy
1999,Liberty Heights,drama
1999,Life,comedy
1999,Light It Up,drama
1999,The Limey,crime drama
1999,Lost & Found,comedy
1999,Love Stinks,comedy
1999,Lovers Lane,horror
1999,Lycanthrope,horror
1999,Magnolia,drama
1999,Man of the Century,comedy
1999,Man on the Moon,biopic
1999,A Map of the World,drama
1999,The Mating Habits of the Earthbound Human,mockumentary
1999,The Matrix,sci-fi
1999,Message in a Bottle,romantic drama
1999,The Messenger: The Story of Joan of Arc,biopic
1999,Mickey Blue Eyes,comedy
1999,A Midsummer Night's Dream,shakespearean
1999,Miss Julie,drama
1999,The Mod Squad,action
1999,Mr. Death,documentary
1999,Mumford,comedy
1999,The Mummy,action
1999,Muppets from Space,comedy
1999,The Muse,comedy
1999,Music of the Heart,drama
1999,My Favorite Martian,comedy
1999,My Voyage to Italy,documentary
1999,"Mystery, Alaska","comedy, sports"
1999,Mystery Men,superhero comedy
1999,Never Been Kissed,comedy
1999,The Ninth Gate,horror
1999,Ninth Street,drama
1999,Notting Hill,romantic comedy
1999,October Sky,drama
1999,Office Space,comedy
1999,The Omega Code,action
1999,One Man's Hero,war
1999,The Other Sister,drama
1999,"Our Friend, Martin",animated
1999,P.U.N.K.S.,teen comedy
1999,The Passion of Ayn Rand,biography
1999,Passport to Paris,romantic comedy
1999,Payback,crime drama
1999,Play It to the Bone,"comedy, drama"
1999,Pushing Tin,"comedy, drama"
1999,The Rage: Carrie 2,horror
1999,Random Hearts,drama
1999,Ravenous,horror
1999,Retro Puppet Master,horror
1999,Revelation aka Apocalypse,thriller
1999,Rites of Passage,drama
1999,Runaway Bride,romantic comedy
1999,The Runner,thriller
1999,She's All That,romantic comedy
1999,Simon Sez,"action, comedy"
1999,Simply Irresistible,romantic comedy
1999,The Sixth Sense,suspense
1999,Sleepy Hollow,horror
1999,A Slipping-Down Life,romance
1999,Snow Falling on Cedars,drama
1999,"South Park: Bigger, Longer & Uncut","animation, musical, comedy"
1999,Speedway Junky,action
1999,Star Wars: Episode I – The Phantom Menace,space opera
1999,Stigmata,horror
1999,Stir of Echoes,horror
1999,Storm,thriller
1999,The Story of Us,romantic drama
1999,The Straight Story,drama
1999,Stuart Little,family
1999,Summer of Sam,crime drama
1999,Superstar,comedy
1999,Sweet and Lowdown,comedy
1999,The Talented Mr. Ripley,thriller
1999,Tarzan,animation
1999,Teaching Mrs. Tingle,drama
1999,That Championship Season,drama
1999,Thicker than Water,drama
1999,The Thirteenth Floor,sci-fi
1999,The Thirteenth Year,family
1999,The Thomas Crown Affair,crime
1999,Three Kings,"war, comedy"
1999,Three to Tango,romantic comedy
1999,Titus,shakespearean
1999,Toy Story 2,animation comedy family
1999,Trippin',comedy
1999,True Crime,crime drama
1999,Tumbleweeds,drama
1999,Twin Falls Idaho,drama
1999,Universal Soldier: The Return,action
1999,Varsity Blues,"comedy, drama, sports"
1999,The Virgin Suicides,drama
1999,Virus,"sci-fi, horror"
1999,The Waiting Game,comedy
1999,Wakko's Wish,animation
1999,A Walk on the Moon,drama
1999,Walking Across Egypt,comedy
1999,When the Day Breaks,animated
1999,Whiteboyz,independent
1999,Wild Wild West,"action, comedy"
1999,Wing Commander,sci-fi
1999,Winnie the Pooh: Seasons of Giving,animation
1999,Wisconsin Death Trip,
1999,The Woman Chaser,comedy
1999,A Woman Scorned,thriller
1999,The Wood,comedy
2000,102 Dalmatians,"comedy, family"
2000,28 Days,drama
2000,3 Strikes,comedy
2000,The 6th Day,sci-fi
2000,Across the Line,thriller
2000,Adventures in Wild California,documentary
2000,The Adventures of Rocky and Bullwinkle,comedy
2000,All the Pretty Horses,western
2000,Almost Famous,"comedy, drama"
2000,American Psycho,"comedy, thriller"
2000,Animal Factory,crime drama
2000,The Art of War,action
2000,Autumn in New York,romance
2000,Bait,action
2000,The Ballad of Ramblin' Jack,documentary
2000,Bamboozled,satire
2000,Battlefield Earth,sci-fi
2000,The Beach,adventure
2000,Beat,drama
2000,Beautiful,comedy
2000,Beautiful Joe,"comedy, drama"
2000,Bedazzled,comedy
2000,Before Night Falls,biography
2000,Best in Show,mockumentary
2000,Big Momma's House,comedy
2000,The Big Tease,comedy
2000,Bless the Child,thriller
2000,Boiler Room,drama
2000,Book of Shadows: Blair Witch 2,horror
2000,Bounce,drama
2000,A Boy Named Sue,documentary
2000,Boys and Girls,comedy
2000,Bring It On,comedy
2000,The Broken Hearts Club: A Romantic Comedy,comedy
2000,Brother,crime drama
2000,Cast Away,adventure
2000,Cecil B. Demented,comedy
2000,The Cell,sci-fi
2000,Center Stage,musical
2000,Charlie's Angels,action
2000,Cherry Falls,thriller
2000,Chinese Coffee,drama
2000,Chocolat,romance
2000,Chuck & Buck,comedy
2000,The Contender,drama
2000,Coyote Ugly,comedy
2000,The Crew,comedy
2000,The Crossing,historical drama
2000,Digimon: The Movie,"animation, adventure"
2000,Dinosaur,animation
2000,Down to You,comedy
2000,Dr. T & the Women,romantic comedy
2000,Dracula 2000,horror
2000,Drowning Mona,comedy
2000,"Dude, Where's My Car?",comedy
2000,Duets,"drama, musical"
2000,Dungeons & Dragons,fantasy
2000,The Emperor's New Groove,animation
2000,Erin Brockovich,biography
2000,An Everlasting Piece,comedy
2000,The Eyes of Tammy Faye,documentary
2000,The Family Man,drama
2000,Fantasia 2000,animation
2000,Final Destination,horror
2000,Finding Forrester,drama
2000,The Flintstones in Viva Rock Vegas,comedy
2000,For Love or Country: The Arturo Sandoval Story,biography
2000,Frequency,sci-fi
2000,Get Carter,action
2000,The Gift,thriller
2000,The Girl,romance
2000,Girlfight,drama
2000,Gladiator,"action, drama, epic"
2000,The Golden Bowl,drama
2000,Gone in 60 Seconds,action
2000,Gossip,drama
2000,Gun Shy,action
2000,Hamlet,drama
2000,Hanging Up,comedy
2000,Held Up,comedy
2000,Here on Earth,drama
2000,High Fidelity,comedy
2000,Highlander: Endgame,sci-fi
2000,Hollow Man,"sci-fi, horror"
2000,The House of Mirth,drama
2000,How the Grinch Stole Christmas,"family, fantasy"
2000,How to Kill Your Neighbor's Dog,comedy
2000,I Dreamed of Africa,drama
2000,Icebreaker,action
2000,The In Crowd,thriller
2000,Into the Arms of Strangers: Stories of the Kindertransport,documentary
2000,Isn't She Great,"biography, comedy"
2000,Ivans Xtc,drama
2000,Joe Gould's Secret,drama
2000,Just One Night,comedy
2000,Keeping the Faith,comedy
2000,The Kid,family
2000,The Ladies Man,comedy
2000,The Last Producer,drama
2000,Legacy,documentary
2000,The Legend of Bagger Vance,drama
2000,Little Nicky,comedy
2000,The Little Vampire,comedy
2000,Long Night's Journey into Day,documentary
2000,Loser,comedy
2000,Lost Souls,horror
2000,Love & Basketball,drama
2000,Lucky Numbers,crime
2000,Maryam,drama
2000,Maze,drama
2000,"Me, Myself & Irene",comedy
2000,Meet the Parents,comedy
2000,Memento,thriller
2000,Men of Honor,biography
2000,Mercy Streets,action
2000,The Million Dollar Hotel,drama
2000,Miss Congeniality,comedy
2000,Mission to Mars,sci-fi
2000,Mission: Impossible 2,action
2000,My Dog Skip,family
2000,My 5 Wives,comedy
2000,The Next Best Thing,comedy
2000,Next Friday,comedy
2000,Nothin' 2 Lose,comedy
2000,Nutty Professor II: The Klumps,comedy
2000,Nurse Betty,comedy
2000,"O Brother, Where Art Thou?",comedy
2000,The Opportunists,crime drama
2000,The Original Kings of Comedy,documentary
2000,Our Song,drama
2000,Panic,crime drama
2000,Passion of Mind,drama
2000,The Patriot,war
2000,Pay It Forward,drama
2000,The Perfect Storm,adventure
2000,Picking Up the Pieces,comedy
2000,Pitch Black,sci-fi
2000,Pollock,biography
2000,Poor White Trash,comedy
2000,Price of Glory,drama
2000,Prince of Central Park,family
2000,Proof of Life,drama
2000,Psycho Beach Party,comedy
2000,Quills,"drama, biography"
2000,Ready to Rumble,comedy
2000,Reckless Indifference,documentary
2000,Red Planet,sci-fi
2000,Reindeer Games,crime drama
2000,Remember the Titans,drama
2000,The Replacements,comedy
2000,Requiem for a Dream,drama
2000,Return to Me,romance
2000,The Road to El Dorado,animation
2000,Road Trip,comedy
2000,Romeo Must Die,action
2000,Rugrats in Paris: The Movie,animation
2000,Rules of Engagement,war
2000,The Scarecrow,"animation, fantasy"
2000,Scary Movie,comedy
2000,Scottsboro: An American Tragedy,documentary
2000,Scream 3,horror
2000,Screwed,comedy
2000,Seventeen Again,comedy
2000,Sexy Beast,crime drama
2000,Shadow of the Vampire,drama
2000,Shaft,action
2000,Shanghai Noon,comedy
2000,Shriek If You Know What I Did Last Friday the Thirteenth,comedy
2000,The Skulls,thriller
2000,Small Time Crooks,comedy
2000,The Smokers,drama
2000,Snatch,crime
2000,Snow Day,comedy
2000,Songcatcher,drama
2000,Sound and Fury,documentary
2000,Space Cowboys,drama
2000,The Specials,comedy
2000,Steal This Movie!,biography
2000,Supernova,sci-fi
2000,The Tao of Steve,comedy
2000,Terror Tract,"comedy, horror"
2000,Things You Can Tell Just by Looking at Her,romance
2000,Thirteen Days,drama
2000,Thomas & the Magic Railroad,family
2000,Tigerland,war
2000,The Tigger Movie,animation
2000,Timecode,drama
2000,Titan A.E.,animation
2000,Traffic,crime drama
2000,Tripfall,thriller
2000,Turn It Up,musical
2000,U-571,action
2000,Unbreakable,thriller
2000,Under Suspicion,crime drama
2000,Up at the Villa,drama
2000,Urban Legends: Final Cut,horror
2000,Vertical Limit,thriller
2000,The Visit,drama
2000,Waking the Dead,drama
2000,The Watcher,thriller
2000,The Way of the Gun,crime drama
2000,What Lies Beneath,thriller
2000,What Planet Are You From?,"comedy, sci-fi"
2000,What Women Want,comedy
2000,Whatever It Takes,comedy
2000,Where the Heart Is,"comedy, drama"
2000,Where the Money Is,"comedy, crime"
2000,Whipped,comedy
2000,The Whole Nine Yards,"comedy, crime"
2000,Woman on Top,comedy
2000,Wonder Boys,"comedy, drama"
2000,X-Men,"action, sci-fi"
2000,The Yards,crime drama
2000,You Can Count on Me,drama
2001,15 Minutes,"action, crime"
2001,3 A.M.,crime drama
2001,3000 Miles to Graceland,"action, crime"
2001,A.I. Artificial Intelligence,sci-fi
2001,The Affair of the Necklace,drama
2001,Ali,"drama, biography"
2001,All Over the Guy,comedy
2001,Along Came a Spider,"crime, thriller"
2001,The Amati Girls,drama
2001,America's Sweethearts,comedy
2001,The American Astronaut,musical
2001,American Outlaws,western
2001,American Pie 2,comedy
2001,An American Rhapsody,drama
2001,Amy's Orgasm,comedy
2001,Angel Eyes,romance
2001,The Animal,comedy
2001,The Anniversary Party,"comedy, drama"
2001,Antitrust,crime drama
2001,Atlantis: The Lost Empire,animation
2001,Baby Boy,crime drama
2001,Bandits,"crime, comedy"
2001,Bartleby,"comedy, drama"
2001,A Beautiful Mind,"biography, drama"
2001,Behind Enemy Lines,war
2001,The Believer,drama
2001,Big Bad Love,drama
2001,Black Hawk Down,war
2001,Black Knight,comedy
2001,Blow,"biography, drama"
2001,Bones,horror
2001,Boom: The Sound of Eviction,documentary
2001,A Boy Named Sue,documentary
2001,The Brothers,comedy
2001,Bubble Boy,comedy
2001,Buffalo Soldiers,"war, comedy"
2001,Bully,crime drama
2001,The Business of Strangers,thriller
2001,Captain Corelli's Mandolin,romance
2001,The Cat's Meow,drama
2001,Cats & Dogs,comedy
2001,The Caveman's Valentine,crime drama
2001,The Center of the World,drama
2001,Corky Romano,comedy
2001,CQ,sci-fi
2001,Crazy/Beautiful,romance
2001,Crocodile Dundee in Los Angeles,adventure
2001,Cruel Intentions 2,"comedy, drama"
2001,The Curse of the Jade Scorpion,comedy
2001,The Deep End,drama
2001,Delivering Milo,comedy
2001,Den,thriller
2001,Dogtown and Z-Boys,documentary
2001,Domestic Disturbance,thriller
2001,Don't Say a Word,thriller
2001,Donnie Darko,sci-fi
2001,Double Take,comedy
2001,Down to Earth,comedy
2001,Dr. Dolittle 2,comedy
2001,Driven,action
2001,Dumb Luck,comedy
2001,Earth vs. the Spider,horror
2001,Elvira's Haunted Hills,horror
2001,Enemy at the Gates,war
2001,Escape from Hell,horror
2001,Evolution,sci-fi
2001,Exit Wounds,action
2001,The Fast and the Furious,action
2001,Festival in Cannes,comedy
2001,Final Fantasy: The Spirits Within,fantasy
2001,Finder's Fee,thriller
2001,The Fluffer,comedy
2001,The Forsaken,horror
2001,Frailty,horror
2001,Freddy Got Fingered,comedy
2001,From Hell,crime drama
2001,Full Frontal,comedy
2001,Get Over It,musical
2001,Ghost World,drama
2001,Ghosts of Mars,sci-fi
2001,The Glass House,thriller
2001,Glitter,musical
2001,God Didn't Give Me a Week's Notice,documentary
2001,Good Neighbor,thriller
2001,Gosford Park,"mystery, comedy"
2001,The Grey Zone,drama
2001,Hannibal,thriller
2001,Hardball,drama
2001,Harry Potter and the Sorcerer's Stone,fantasy
2001,Harvard Man,drama
2001,Head Over Heels,romantic comedy
2001,Heartbreakers,comedy
2001,Hearts in Atlantis,drama
2001,Hedwig and the Angry Inch,musical comedy
2001,Heist,crime drama
2001,Herman U.S.A.,romantic comedy
2001,How High,comedy
2001,How to Make a Monster,sci-fi
2001,Human Nature,comedy
2001,I Am Sam,drama
2001,In the Bedroom,crime drama
2001,Jay and Silent Bob Strike Back,comedy
2001,Jeepers Creepers,horror
2001,Jimmy Neutron: Boy Genius,animation
2001,The Jimmy Show,comedy
2001,Joe Dirt,comedy
2001,Joe Somebody,comedy
2001,Josie and the Pussycats,musical comedy
2001,Joy Ride,horror
2001,Jurassic Park III,sci-fi
2001,Just Visiting,fantasy
2001,K-PAX,drama
2001,Kate & Leopold,comedy
2001,Kill Me Later,thriller
2001,Kingdom Come,comedy
2001,Kiss of the Dragon,action
2001,Kissing Jessica Stein,romantic comedy
2001,A Knight's Tale,comedy
2001,Knockaround Guys,comedy
2001,L.I.E.,drama
2001,Lara Croft: Tomb Raider,action
2001,The Last Castle,drama
2001,Laughter on the 23rd Floor,comedy
2001,Legally Blonde,comedy
2001,Life as a House,drama
2001,Lloyd,comedy
2001,The Lord of the Rings: The Fellowship of the Ring,fantasy
2001,The Lost Skeleton of Cadavra,sci-fi
2001,Lovely & Amazing,comedy
2001,The Majestic,drama
2001,The Man Who Wasn't There,crime drama
2001,Max Keeble's Big Move,comedy
2001,Megiddo: The Omega Code 2,fantasy
2001,The Mexican,comedy
2001,Mockingbird Don't Sing,drama
2001,Monkeybone,fantasy
2001,Monsoon Wedding,comedy
2001,Monster's Ball,drama
2001,"Monsters, Inc.",animation
2001,A Month of Sundays,drama
2001,Moulin Rouge!,musical
2001,Mulholland Drive,crime drama
2001,The Mummy Returns,adventure
2001,Murder on a Sunday Morning,documentary
2001,The Musketeer,adventure
2001,My Big Break,documentary
2001,My Big Fat Greek Wedding,comedy
2001,My First Mister,drama
2001,Not Another Teen Movie,parody
2001,Novocaine,comedy
2001,O,drama
2001,Ocean's Eleven,crime
2001,On the Line,comedy
2001,The One,action
2001,One Night at McCool's,comedy
2001,Original Sin,thriller
2001,Osmosis Jones,fantasy
2001,The Others,sci-fi
2001,Out Cold,comedy
2001,Out of the Black,drama
2001,The Pact,thriller
2001,Pearl Harbor,war
2001,Perfume,drama
2001,Piñero,biography
2001,Planet of the Apes,sci-fi
2001,The Pledge,crime drama
2001,Pootie Tang,comedy
2001,The Princess Diaries,comedy
2001,Rat Race,comedy
2001,Recess: School's Out,animation
2001,Revolution OS,documentary
2001,Riding in Cars with Boys,comedy
2001,Rock Star,drama
2001,The Royal Tenenbaums,comedy
2001,Rush Hour 2,comedy
2001,The Safety of Objects,drama
2001,Save the Last Dance,romance
2001,Saving Silverman,comedy
2001,Say It Isn't So,comedy
2001,Scary Movie 2,parody
2001,The Score,crime drama
2001,"Scotland, Pennsylvania",comedy
2001,Scratch,documentary
2001,See Spot Run,comedy
2001,Serendipity,romance
2001,Session 9,thriller
2001,Shallow Hal,comedy
2001,She Creature,fantasy
2001,The Shipping News,drama
2001,Shrek,animation
2001,The Shrink Is In,comedy
2001,Sidewalks of New York,comedy
2001,Someone Like You,comedy
2001,Soul Survivors,thriller
2001,Southern Comfort,documentary
2001,Southlander,drama
2001,Spy Game,drama
2001,Spy Kids,family
2001,Storytelling,drama
2001,Sugar & Spice,comedy
2001,Summer Catch,comedy
2001,Super Troopers,comedy
2001,Sweet November,romance
2001,Swordfish,crime drama
2001,The Tailor of Panama,drama
2001,Tape,drama
2001,Thirteen Conversations About One Thing,drama
2001,Thirteen Ghosts,horror
2001,To End All Wars,war
2001,Tomcats,comedy
2001,Tortilla Soup,comedy
2001,Town & Country,comedy
2001,Training Day,crime drama
2001,Two Can Play That Game,comedy
2001,Uprising,war drama
2001,Valentine,horror
2001,Vanilla Sky,thriller
2001,Waking Life,animation
2001,The Wash,comedy
2001,The Wedding Planner,comedy
2001,West 47th Street,documentary
2001,Wet Hot American Summer,comedy
2001,What's the Worst That Could Happen?,comedy
2001,When Strangers Appear,drama
2001,The Zeros,sci-fi
2001,Zoolander,comedy
2002,13 Moons,"comedy, drama"
2002,25th Hour,drama
2002,40 Days and 40 Nights,comedy
2002,8 Mile,"drama, musical"
2002,Abandon,"drama, thriller"
2002,About a Boy,"comedy, drama"
2002,About Schmidt,"comedy, drama"
2002,Adaptation.,"comedy, drama"
2002,The Adventures of Pluto Nash,"comedy, sci-fi"
2002,All About the Benjamins,"action, comedy"
2002,Analyze That,comedy
2002,Antwone Fisher,"biography, drama"
2002,Austin Powers in Goldmember,comedy
2002,Auto Focus,"biography, drama"
2002,Avenging Angelo Baby Beethoven Baby Newton,"comedy, crime"
2002,Back by Midnight,comedy
2002,Bad Company,"action, comedy"
2002,Ballistic: Ecks vs. Sever,action
2002,The Banger Sisters,comedy
2002,Barbershop,comedy
2002,Below,"war, horror"
2002,Better Luck Tomorrow,crime drama
2002,Big Fat Liar,"comedy, family"
2002,Big Trouble,"comedy, crime"
2002,Biggie & Tupac,documentary
2002,Birthday Girl,crime
2002,Blade II,"action, horror"
2002,Blood Work,crime drama
2002,Blue Crush,romance
2002,Book of Love,romance
2002,The Bourne Identity,"action, thriller"
2002,Bowling for Columbine,documentary
2002,Brown Sugar,romance
2002,Bubba Ho-tep,"comedy, horror"
2002,The Burial Society,thriller
2002,Buying the Cow,comedy
2002,Cabin Fever,horror
2002,Carrie,horror
2002,Catch Me If You Can,"comedy, drama"
2002,Chance,comedy
2002,Changing Lanes,thriller
2002,Chat Room,comedy
2002,Chelsea Walls,drama
2002,Chicago,musical
2002,Ciao America Cinderella 2 Dreams Come True The Movie,comedy
2002,City by the Sea,crime drama
2002,City of Ghosts,drama
2002,Civil Brand,action
2002,Clockstoppers,sci-fi
2002,The Cockettes,documentary
2002,Collateral Damage,action
2002,The Crocodile Hunter: Collision Course,adventure
2002,Comedian,documentary
2002,Confessions of a Dangerous Mind,biography
2002,The Count of Monte Cristo,adventure
2002,The Country Bears,family
2002,Crazy as Hell,horror
2002,Crossroads,"comedy, drama"
2002,Cypher,sci-fi
2002,The Dancer Upstairs,crime drama
2002,The Dangerous Lives of Altar Boys,"comedy, drama"
2002,Dark Blue,crime drama
2002,Darkness,horror
2002,Daughter from Da Nang,documentary
2002,Death to Smoochy,comedy
2002,Demon Island,horror
2002,Deuces Wild,action
2002,Divine Secrets of the Ya-Ya Sisterhood,comedy
2002,Dragonfly,drama
2002,Drumline,"drama, musical"
2002,Easy Listening,comedy
2002,Eight Crazy Nights,animation
2002,Eight Legged Freaks,"comedy, horror"
2002,The Emperor's Club,drama
2002,Empire,crime drama
2002,Enough,thriller
2002,Equilibrium,sci-fi
2002,Evelyn,drama
2002,Far from Heaven,drama
2002,FeardotCom,"crime, horror"
2002,The First $20 Million Is Always the Hardest,comedy
2002,Frida,"biography, drama"
2002,Friday After Next,comedy
2002,The Four Feathers,"drama, war"
2002,Full Frontal,comedy
2002,Gangs of New York,crime drama
2002,Ghost Ship,horror
2002,The Good Girl,romance
2002,Groom Lake,horror
2002,The Guru,musical comedy
2002,The Guys,drama
2002,Half Past Dead,action
2002,Halloween: Resurrection,horror
2002,Harry Potter and the Chamber of Secrets,"family, fantasy"
2002,Hart's War,war
2002,Hey Arnold!: The Movie,animation
2002,High Crimes,thriller
2002,Highway,drama
2002,Hollywood Ending,comedy
2002,Home Room,drama
2002,The Hot Chick,comedy
2002,The Hours,drama
2002,Hysterical Blindness,drama
2002,I Spy,action
2002,Ice Age,animation
2002,Igby Goes Down,"comedy, drama"
2002,Impostor,sci-fi
2002,Interstate 60,"comedy, drama"
2002,Insomnia,thriller
2002,Jackass: The Movie,reality
2002,Jason X,horror
2002,John Q,crime drama
2002,Jonah: A VeggieTales Movie,animation
2002,Juwanna Mann,comedy
2002,K-19: The Widowmaker,historical drama
2002,K-9: P.I.,comedy
2002,The Kid Stays in the Picture,
2002,Killing Me Softly,"drama, mystery, romance"
2002,Kiss the Bride,romance
2002,Kung Pow! Enter the Fist,comedy
2002,The Laramie Project,crime drama
2002,Last Call,drama
2002,Laurel Canyon,drama
2002,Life or Something Like It,comedy
2002,Like Mike,comedy
2002,Lilo & Stitch,animation
2002,The Lord of the Rings: The Two Towers,"adventure, fantasy"
2002,Maid in Manhattan,romance
2002,The Man from Elysian Fields,drama
2002,The Master of Disguise,comedy
2002,Men in Black II,"comedy, sci-fi"
2002,Minority Report,sci-fi
2002,Moonlight Mile,romance
2002,The Mothman Prophecies,drama
2002,Mr. Deeds,comedy
2002,Murder by Numbers,crime drama
2002,My Big Fat Greek Wedding,comedy
2002,Narc,crime drama
2002,National Lampoon's Van Wilder,comedy
2002,New Best Friend,thriller
2002,The New Guy,comedy
2002,Nicholas Nickleby,drama
2002,Night at the Golden Eagle,drama
2002,On Line,drama
